hostname,data_presence,node_power,cpu_power,gpu_power,mem_power,result_start_time,result_end_time
lassen80,FULL,443.1666666666667,105.66666666666667,88.16666666666667,24.166666666666668,1689182993130188,1689183003129110
lassen411,FULL,436.8333333333333,95.66666666666667,105.0,21.5,1689182993137922,1689183003139211
