cpu_power,data_presence,gpu_power,hostname,mem_power,node_power,result_end_time,result_start_time
97.5,FULL,64.0,lassen22,23.333333333333332,415.1666666666667,1694650522077898,1694650512077488
91.66666666666667,FULL,66.66666666666667,lassen23,23.0,390.5,1694650522077883,1694650512078090
98.33333333333333,FULL,67.0,lassen30,23.0,409.8333333333333,1694650522079690,1694650512078449
85.5,FULL,66.66666666666667,lassen34,23.5,414.1666666666667,1694650522083514,1694650512082489
